VideoURL
"Delhi Air Pollution News | New Delhi Continues To Battle Deteriorating Air Quality | English News,/watch?v=ls04He_omEs&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"What makes Delhi's air so deadly,/watch?v=bVzvZxW5n2Q&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Quality: Parts of Delhi record AQI above 600; stubble burning major reason for pollution,/watch?v=YMTNd5-SRZs&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"London cleaned up its air pollution. Delhi can too.,/watch?v=q89U4Gs8HYo&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"India pollution: Air quality reaches 'hazardous' levels in Delhi,/watch?v=9E-aJeRLmW8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News Today | Delhi AQI Levels Turn Severe Again | Stubble Burning | N18V,/watch?v=dAnazLoC9Z8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi: Air pollution causes spike in respiratory disease | DW News,/watch?v=kxoXqjXzmdk&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"This man came to offer prayers at the temple but the visit didn't end well for him… 😱,/shorts/g1TgLibmAnY"
"Arvind Kejriwal's PA Accused Of Hampering Work  | Liquor Scam Delhi | India Today,/watch?v=4ionsPXLNRs&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"LIVE: A Silent Enemy Drains Billions from India's Economy | Vantage with Palki Sharma,/watch?v=gCeZ1aEOcFY&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Record levels of toxic air make Delhi world’s most polluted city,/watch?v=lPAV9kumNq8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air Quality Dips From Poor To Severe In Delhi | Delhi Air Pollution | Delhi AQI,/watch?v=4foPMiFXPy8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi’s Air Pollution Worsens, AQI At 322; Here's How Other NCR Areas Fare,/watch?v=MzZQtA9-hGc&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi pollution: Air quality hits 'severe' category,/watch?v=6RnhUAZyRzw&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News: Rain Brings Down Delhi's Pollution Levels, But Air Quality Remains Poor,/watch?v=Z9kPBbreq38&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"New Delhi pollution crisis: Air and water quality worsening,/watch?v=A-N9aqa-Pt4&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi air pollution: GRAP III restrictions re-invoked as AQI deteriorates to 'severe' category,/watch?v=UyvyQd0NKuM&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News : How Will Delhi Get Artificial Rains To Curb Air Pollution,/watch?v=6xqaqH_E7d4&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution: Delhi AQI Stands At 286 Post Diwali, Some Areas Record 'Very Poor' Air,/watch?v=ITzGm0-hPW4&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi's Air Quality Dips To New Low: Delhi Recorded More Than 700 AQI On 4th November,/watch?v=SdQ1ViodeB8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air is KILLING YOU | Who is responsible for Delhi's AIR POLLUTION? | Abhi and Niyu,/watch?v=47uvf1wPvQY&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Pollution News | Delhi-NCR In Grip Of Cold Wave, Thick Fog, Air Quality Remains Severe | N18V,/watch?v=ngQxnBieUTU&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Pollution Capital Chokes as Air Quality Turns Hazardous | Delhi News | English News | News18,/watch?v=mtmfbdMBuSg&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution: No Respite For Delhiites From Toxic Air | Delhi Air In Hazardous Level,/watch?v=hZOOSeuR6qI&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"India's capital New Delhi battles with ‘hazardous’ air pollution,/watch?v=X79LvWgY9jM&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News: Delhi Air Quality Sees Slight Improvement, Rain Likely To Bring Relief,/watch?v=3Y15y36qPnY&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"India Breathes ""Hazardous"" Air. Who is to Blame? | Vantage with Palki Sharma,/watch?v=hHqvjaOOr54&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution | UP CM Yogi On Delhi Air Pollution: My Eyes Started Burning... | Delhi AQI,/watch?v=8rugmcVnItg&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News | AQI Levels Dip Again, Citizens Distressed | Stubble Burning | N18V,/watch?v=ws71Zdn9Le8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air Pollution: Delhi's Post-Diwali Air Quality Worsens; Anand Vihar AQI Turns 'very Poor',/watch?v=JpgV-aedwco&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News | Delhi Govt Assures Artificial Rains After Diwali | India Today News,/watch?v=MwnuwFqhCg8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"This Is How Bad New Delhi's Air Pollution Is,/watch?v=Yx7Ar21_Q1I&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution | Delhi Sees Mega Dip in AQI | Delhi Smog Pollution | NCR Air Quality | N18V,/watch?v=yDd_P96vlPg&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Toxic smog blankets New Delhi as air quality plummets to ‘severe’ | WION Originals,/watch?v=ItE9S2FZe44&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Pollution: How Effective Are 150 Anti-Smog Guns Deployed In Delhi?,/watch?v=IaWqXGCEFiY&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi's Air Pollution Can End, By Learning From Beijing | The Quint,/watch?v=0BQ_xumZfY4&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Quality ""Severe"", Pollution May Spike Over Next 2 Weeks,/watch?v=wHvpa9i5wSg&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi air causes alarming respiratory problems in children | DW News,/watch?v=SL6Ut9QDIwQ&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"What Delhi's Air Pollution Can Do To Your Lungs,/watch?v=BCs329fixws&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi News: Delhi-NCR In Grip Of Cold Wave, Thick Fog While The Air Quality Remains 'Severe',/watch?v=3IRLzxEGrss&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Pollution: What Is The Delhi Govt's 15-Point Action Plan? | Delhi Air Pollution In Winter,/watch?v=L-C5VdyW4l8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution: Next 15 Days Very Critical, Says AAP Minister | Delhi News | N18V | AQI Delhi,/watch?v=qXYwjeH-4oU&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"New Delhi's air pollution level triggers health emergency,/watch?v=OvwEODwPdyU&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi chokes as AQI worsens | Drone visuals highlight severity of air pollution,/watch?v=HxHg_GBuixc&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Hospitals Report Rise In Respiratory Cases Despite Improvement In Air Quality,/watch?v=Irdwqq6AEGA&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air pollution level surges in Delhi as thick smog covers the capital | WION,/watch?v=U9IZQ1-OuqA&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Thick Smog Engulfs Delhi, Air Quality Worsens Day After Diwali,/watch?v=XSykS5K4Uu4&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution | AQI Over 500, Air Quality Deteriorates as Crop Fires Surge | N18S | #viral,/shorts/j0xGKVDMzVE"
"Air Quality in New Delhi: National capital faces peak air pollution levels | Delhi AQI | WION,/watch?v=YFnlAabRDqE&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air Pollution: Delhi Air Quality Persists In ‘Very Poor’ Category',/watch?v=4QJ9Xx7sVjI&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air pollution marks seasonal change in New Delhi,/watch?v=5xYT9Xj9eJs&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi's Worst Air Quality Ever; Here Are The Top 10 Shocking Videos Of Delhi-NCR,/watch?v=PknUe6VT0QI&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Do Air Purifiers Help Amid Air Pollution? | Delhi Pollution | Delhi AQI,/watch?v=rx6nF8T_55w&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air Pollution in Delhi an embarrassment! US Ambassador to India Garcetti comments on it,/watch?v=402Uc_x5PCo&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi's Air Quality Worsens; Pollution Curbs Come Into Force | Delhi AQI  | Air Pollution News,/watch?v=R3cWXFOyCVk&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi AQI: Air pollution in India's New Delhi turns 'severe', Delhi AQI stands at 468 | Fineprint,/watch?v=Ad3KCMmVnjQ&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi's air quality in 'very poor' category for 5th day in a row, certain parts record AQI above 400,/watch?v=xp9Yeqr-nNU&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi AQI: Air pollution in Delhi may reduce next week | India News | WION,/watch?v=6eSqL4MpcCU&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Air Pollution In Delhi NCR: Delhi Records Season's Worst Air Pollution, Netas Bicker,/watch?v=6e-Ma50mZ0I&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News Today | 17 Severe And Near-severe Days In November, Highest Ever | N18V,/watch?v=fpoRwyD7RFA&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi News Today | Heavy Air Pollution Grips Delhi NCR | AQI Stands At 306 | English News | News18,/watch?v=QJCHFrlWxyk&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi's Air Quality Dips To Record Low, AAP's Gopal Rai Slams Centre As Delhi Breathes Toxic Air,/watch?v=sA1krjUk0-I&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution News | Delhi AQI Levels | Will Pollution Be Curbed In Delhi at All ? | News18,/watch?v=tVuAbqxpviE&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Delhi Air Pollution: Life Threatening  । In News । Drishti IAS English,/watch?v=jOi3K8042f4&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"AAP Blames Haryana And Punjab Government For Worsening Delhi’s AQI | Delhi Air Pollution On Rise,/watch?v=RdE9T4Z6k9U&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
"Record levels of toxic air make Delhi world’s most polluted city,/watch?v=lPAV9kumNq8&pp=ygUYZGVsaGkgYWlyIHBvbGx1dGlvbiBuZXdz"
